account_id,company_name,country,subregion,industry,employee_band,estimated_arr,segment,is_customer,account_status
62,"Andersen, Medina and Shaffer",PH,SEA,E-commerce,201-500,143000.0,Mid-Market,1,Inactive
63,"Palmer, Simmons and Williams",VN,SEA,Healthcare,51-200,28200.0,SMB,0,Prospect
64,Fernandez Inc,VN,SEA,Professional Services,1-50,41300.0,SMB,1,Churned
65,Wilson-Carter,SG,SEA,Education,201-500,227200.0,Mid-Market,0,Inactive
66,Reed LLC,ID,SEA,Education,201-500,35900.0,SMB,0,Prospect
67,Lee Group,ID,SEA,Fintech,51-200,48100.0,SMB,1,Active
68,Nunez PLC,TH,SEA,Media,51-200,25900.0,SMB,0,Active
69,"Schroeder, Allen and Williams",PH,SEA,E-commerce,501-2000,1811000.0,Enterprise,0,Inactive
70,Zavala-Lyons,VN,SEA,Retail,2001+,1037600.0,Enterprise,0,Active
71,Monroe-Nguyen,TH,SEA,Logistics,51-200,104900.0,Mid-Market,0,Active
72,Mercado Inc,PH,SEA,Education,1-50,11800.0,SMB,1,Active
73,Osborn Inc,TH,SEA,Professional Services,1-50,26000.0,SMB,0,Inactive
74,Chambers Group,VN,SEA,Manufacturing,51-200,44600.0,SMB,0,Churned
75,"Thompson, Cox and Warren",TH,SEA,Professional Services,501-2000,1918500.0,Enterprise,0,Prospect
76,Garcia-Roberts,ID,SEA,Education,201-500,104600.0,Mid-Market,0,Prospect
77,Gomez PLC,VN,SEA,Education,1-50,26000.0,SMB,0,Active
78,Ramos and Sons,PH,SEA,SaaS,201-500,55400.0,Mid-Market,1,Inactive
79,Wheeler-Figueroa,MY,SEA,Education,1-50,14500.0,SMB,0,Inactive
80,Benitez-Long,MY,SEA,Healthcare,2001+,1073000.0,Enterprise,1,Churned
81,Baird Ltd,VN,SEA,SaaS,1-50,48100.0,SMB,1,Active
82,Smith-Jimenez,PH,SEA,Manufacturing,51-200,10700.0,SMB,0,Active
83,"Cook, Lawrence and Collins",MY,SEA,Manufacturing,51-200,32300.0,SMB,1,Active
84,"Alvarado, Duncan and White",SG,SEA,Healthcare,201-500,235800.0,Mid-Market,0,Inactive
85,Cummings-Chavez,SG,SEA,Professional Services,51-200,216100.0,Mid-Market,0,Active
86,Webb Group,SG,SEA,Fintech,201-500,1240400.0,Enterprise,0,Prospect
87,Mcdowell PLC,PH,SEA,Logistics,201-500,52500.0,Mid-Market,0,Inactive
88,"Norris, Miller and Young",VN,SEA,Manufacturing,201-500,1054500.0,Enterprise,1,Active
89,"Cannon, Mullins and Thompson",PH,SEA,Manufacturing,501-2000,1191800.0,Enterprise,0,Prospect
90,"Waller, Carrillo and Fernandez",MY,SEA,Media,201-500,1703800.0,Enterprise,0,Active
91,"Brown, Hartman and Thomas",PH,SEA,Healthcare,51-200,125800.0,Mid-Market,0,Active
92,Murray PLC,MY,SEA,SaaS,2001+,845600.0,Enterprise,0,Active
93,Lara PLC,PH,SEA,Media,2001+,399800.0,Enterprise,0,Prospect
94,Lee LLC,VN,SEA,Healthcare,51-200,139600.0,Mid-Market,0,Inactive
95,Moreno LLC,MY,SEA,Retail,201-500,123800.0,Mid-Market,0,Churned
96,Lee-Harris,MY,SEA,Logistics,1-50,25400.0,SMB,0,Prospect
97,Foster Ltd,SG,SEA,Manufacturing,201-500,240200.0,Mid-Market,1,Active
98,Rivera-Williams,VN,SEA,Manufacturing,201-500,202000.0,Mid-Market,0,Prospect
99,"Ward, Thomas and Hanson",ID,SEA,SaaS,51-200,18600.0,SMB,1,Active
100,Elliott-Jordan,PH,SEA,SaaS,51-200,47500.0,SMB,0,Active
101,"Mills, Kelly and Sanchez",PH,SEA,Media,1-50,26500.0,SMB,0,Active
102,Hester-Mills,SG,SEA,E-commerce,201-500,951200.0,Enterprise,0,Active
103,Clark LLC,PH,SEA,Professional Services,501-2000,399100.0,Enterprise,0,Inactive
104,"Castro, Hall and Bradshaw",PH,SEA,Education,1-50,28500.0,SMB,0,Prospect
105,Gonzalez-Sutton,MY,SEA,Healthcare,501-2000,62000.0,Mid-Market,1,Active
106,Dean-Sanchez,MY,SEA,Media,51-200,81400.0,Mid-Market,1,Active
107,"Bennett, Moore and Mckenzie",VN,SEA,Media,51-200,108300.0,Mid-Market,0,Prospect
108,Medina Inc,SG,SEA,Healthcare,201-500,234800.0,Mid-Market,0,Prospect
109,Hicks-Baird,TH,SEA,SaaS,1-50,15100.0,SMB,0,Active
110,Rivera PLC,ID,SEA,Media,2001+,1291300.0,Enterprise,0,Inactive
111,Dominguez-Jones,VN,SEA,Professional Services,1-50,23100.0,SMB,0,Inactive
112,Gillespie Ltd,SG,SEA,Professional Services,501-2000,1535400.0,Enterprise,1,Active
113,Gray-Rodriguez,PH,SEA,E-commerce,501-2000,1999300.0,Enterprise,0,Active
114,Copeland-Chandler,TH,SEA,Media,51-200,138400.0,Mid-Market,0,Inactive
115,Cross-Wilson,SG,SEA,Education,201-500,131700.0,Mid-Market,1,Active
116,"Knapp, Wright and Morrow",VN,SEA,Fintech,201-500,182500.0,Mid-Market,0,Active
117,Lopez Inc,MY,SEA,SaaS,51-200,10200.0,SMB,0,Prospect
118,"Hall, Roberts and Miller",VN,SEA,Media,201-500,1058500.0,Enterprise,0,Prospect
119,Rhodes Ltd,VN,SEA,Media,51-200,60300.0,Mid-Market,1,Active
120,"Turner, Robinson and Williams",SG,SEA,SaaS,51-200,33400.0,SMB,0,Active
121,Scott-Barrett,PH,SEA,E-commerce,501-2000,94900.0,Mid-Market,1,Churned
122,Petersen-Rodriguez,TH,SEA,Media,2001+,760800.0,Enterprise,0,Inactive
123,Kim and Sons,ID,SEA,E-commerce,51-200,78900.0,Mid-Market,0,Prospect
124,Wheeler and Sons,SG,SEA,SaaS,1-50,40600.0,SMB,0,Prospect
125,Peterson and Sons,MY,SEA,Media,201-500,217500.0,Mid-Market,0,Prospect
126,"Poole, Harrison and Cannon",PH,SEA,Healthcare,201-500,116500.0,Mid-Market,0,Churned
127,Hancock PLC,VN,SEA,Media,201-500,22200.0,SMB,0,Active
128,Cameron-Crosby,VN,SEA,E-commerce,2001+,917200.0,Enterprise,0,Prospect
129,Cuevas-Pratt,TH,SEA,Media,2001+,470900.0,Enterprise,0,Active
130,Gonzalez Ltd,SG,SEA,E-commerce,201-500,141400.0,Mid-Market,0,Prospect
131,Morris-Sanchez,SG,SEA,Logistics,201-500,243800.0,Mid-Market,0,Prospect
132,Bond PLC,VN,SEA,Retail,501-2000,915000.0,Enterprise,0,Prospect
133,"Cruz, Miller and Rodriguez",SG,SEA,Fintech,201-500,97000.0,Mid-Market,0,Active
134,Cohen and Sons,TH,SEA,Manufacturing,2001+,1580600.0,Enterprise,1,Active
135,Benson-Conley,SG,SEA,Retail,1-50,40800.0,SMB,0,Active
136,Coleman-Schwartz,TH,SEA,Professional Services,51-200,208500.0,Mid-Market,1,Active
137,Cruz and Sons,VN,SEA,Manufacturing,1-50,46100.0,SMB,0,Active
138,"Holt, Reese and Bartlett",VN,SEA,Media,201-500,41200.0,SMB,0,Active
139,"Mendez, Williams and Williams",MY,SEA,Manufacturing,2001+,773500.0,Enterprise,0,Inactive
140,Smith PLC,ID,SEA,Manufacturing,201-500,1743300.0,Enterprise,0,Inactive
141,Hughes and Sons,VN,SEA,SaaS,51-200,49000.0,SMB,0,Prospect
142,"Parrish, Bryan and Brooks",PH,SEA,Logistics,501-2000,216600.0,Mid-Market,0,Active
143,Johnson-Wong,ID,SEA,E-commerce,201-500,174200.0,Mid-Market,0,Prospect
144,Wise and Sons,VN,SEA,Logistics,1-50,33200.0,SMB,0,Active
145,Burns-Cox,VN,SEA,Retail,1-50,45900.0,SMB,0,Active
146,"Rodriguez, Richard and Rios",MY,SEA,Media,501-2000,232700.0,Mid-Market,0,Prospect
147,Norton Ltd,MY,SEA,Healthcare,51-200,117700.0,Mid-Market,0,Active
148,Bentley-Wilkins,VN,SEA,Education,501-2000,246000.0,Mid-Market,0,Inactive
149,"Nunez, Love and Smith",SG,SEA,Education,1-50,10600.0,SMB,0,Active
150,"Miller, Carter and Mills",VN,SEA,Retail,501-2000,439600.0,Enterprise,1,Active
151,"Berger, Ballard and Hoffman",MY,SEA,Manufacturing,201-500,637400.0,Enterprise,0,Churned
152,Reeves-Carpenter,VN,SEA,Fintech,501-2000,78000.0,Mid-Market,0,Inactive
153,Norris-Saunders,ID,SEA,Retail,501-2000,487400.0,Enterprise,0,Prospect
154,Welch-Coleman,TH,SEA,Professional Services,501-2000,195300.0,Mid-Market,0,Prospect
155,"Peterson, Davidson and Cervantes",TH,SEA,Healthcare,501-2000,739500.0,Enterprise,1,Inactive
156,Carter LLC,MY,SEA,Education,51-200,35900.0,SMB,0,Inactive
157,Hill-Brown,MY,SEA,Professional Services,51-200,10500.0,SMB,0,Prospect
158,"Gonzalez, Mendoza and Smith",SG,SEA,Retail,201-500,20000.0,SMB,0,Active
159,Olson-Bradford,ID,SEA,Professional Services,51-200,212600.0,Mid-Market,0,Prospect
160,Davis Group,SG,SEA,Fintech,201-500,49300.0,SMB,0,Prospect
161,"Johnson, Peck and Anderson",VN,SEA,SaaS,501-2000,480700.0,Enterprise,0,Prospect
162,"Carlson, Lewis and Mcguire",ID,SEA,Media,1-50,10700.0,SMB,1,Active
163,Smith Ltd,MY,SEA,Retail,201-500,71800.0,Mid-Market,0,Active
164,Anderson-Shaffer,MY,SEA,Fintech,51-200,242800.0,Mid-Market,0,Inactive
165,Norton-Hawkins,TH,SEA,E-commerce,501-2000,138700.0,Mid-Market,0,Active
166,Ward-Sharp,MY,SEA,Manufacturing,201-500,167100.0,Mid-Market,0,Prospect
167,Williams and Sons,TH,SEA,Retail,201-500,136000.0,Mid-Market,1,Active
168,"Rivers, Mann and Harvey",VN,SEA,Education,2001+,1002600.0,Enterprise,0,Prospect
169,Robinson-Oneal,TH,SEA,Media,201-500,112500.0,Mid-Market,0,Churned
170,"Morse, Obrien and Hart",SG,SEA,E-commerce,1-50,8800.0,SMB,0,Inactive
171,Thomas LLC,PH,SEA,Education,51-200,48000.0,SMB,0,Inactive
172,"Dominguez, Kelly and White",VN,SEA,E-commerce,1-50,17900.0,SMB,1,Active
173,"Contreras, Anderson and Williamson",VN,SEA,Manufacturing,201-500,219500.0,Mid-Market,0,Active
174,Willis PLC,PH,SEA,Retail,51-200,24300.0,SMB,0,Prospect
175,"Bush, Cannon and Johnson",SG,SEA,Manufacturing,201-500,181600.0,Mid-Market,1,Active
176,Mejia LLC,MY,SEA,SaaS,1-50,13200.0,SMB,0,Active
177,Kerr-Conrad,SG,SEA,Logistics,201-500,93000.0,Mid-Market,0,Inactive
178,"Knight, Burns and Everett",PH,SEA,Fintech,51-200,226700.0,Mid-Market,0,Active
179,Williams PLC,MY,SEA,Retail,201-500,134800.0,Mid-Market,0,Active
180,Medina-Lindsey,SG,SEA,Manufacturing,51-200,10000.0,SMB,0,Prospect
181,Sharp-Diaz,SG,SEA,E-commerce,1-50,49300.0,SMB,1,Churned
182,"Doyle, Ramirez and Pena",MY,SEA,Retail,1-50,10400.0,SMB,0,Active
183,Miller PLC,VN,SEA,SaaS,51-200,30100.0,SMB,0,Inactive
184,Gutierrez and Sons,TH,SEA,Education,201-500,46500.0,SMB,0,Prospect
185,Moran-Morris,MY,SEA,Logistics,1-50,5900.0,SMB,0,Prospect
186,Hicks Group,SG,SEA,Manufacturing,201-500,71200.0,Mid-Market,0,Active
187,Davis PLC,VN,SEA,Retail,1-50,20000.0,SMB,0,Active
188,Kim-Osborne,ID,SEA,Healthcare,2001+,861400.0,Enterprise,0,Prospect
189,Stout LLC,SG,SEA,E-commerce,51-200,13900.0,SMB,0,Prospect
190,Johnson Ltd,VN,SEA,Professional Services,201-500,200900.0,Mid-Market,0,Churned
191,Mcconnell Inc,VN,SEA,Fintech,501-2000,174900.0,Mid-Market,0,Active
192,Cooper-Jones,TH,SEA,Manufacturing,51-200,110600.0,Mid-Market,1,Active
193,Wright Inc,TH,SEA,Fintech,501-2000,61400.0,Mid-Market,1,Active
194,"Elliott, Davis and Porter",PH,SEA,SaaS,201-500,126900.0,Mid-Market,0,Prospect
195,Christensen LLC,TH,SEA,SaaS,201-500,1250400.0,Enterprise,0,Prospect
196,Horton-Snyder,TH,SEA,E-commerce,1-50,45500.0,SMB,0,Prospect
197,"Nguyen, Armstrong and Obrien",SG,SEA,Logistics,1-50,24700.0,SMB,0,Active
198,Carter-Ward,MY,SEA,Logistics,51-200,39900.0,SMB,1,Active
199,Williamson Inc,SG,SEA,Professional Services,1-50,30100.0,SMB,0,Prospect
200,Frazier-Marshall,ID,SEA,Education,1-50,31200.0,SMB,0,Churned
201,Scott PLC,ID,SEA,E-commerce,201-500,237600.0,Mid-Market,0,Prospect
202,Lawrence-Holmes,VN,SEA,Education,501-2000,239400.0,Mid-Market,0,Active
203,Jefferson-Novak,PH,SEA,Media,1-50,21300.0,SMB,1,Churned
204,"Armstrong, Smith and Harris",ID,SEA,Retail,1-50,11200.0,SMB,0,Active
205,Mccall-Daugherty,VN,SEA,Education,501-2000,316100.0,Enterprise,0,Active
206,"Williams, Cruz and Murphy",ID,SEA,Media,51-200,42400.0,SMB,0,Active
207,Patterson Ltd,SG,SEA,Media,51-200,185300.0,Mid-Market,0,Active
208,"Middleton, Cole and Rodriguez",ID,SEA,Logistics,501-2000,111900.0,Mid-Market,0,Prospect
209,Benitez Inc,VN,SEA,Retail,501-2000,1972800.0,Enterprise,0,Inactive
210,Vasquez Inc,TH,SEA,Media,2001+,1679600.0,Enterprise,1,Active
211,Stevens-Hancock,MY,SEA,E-commerce,501-2000,70500.0,Mid-Market,0,Active
212,"Jones, Hernandez and Ashley",MY,SEA,Media,501-2000,152700.0,Mid-Market,1,Churned
213,Thomas Group,MY,SEA,Fintech,501-2000,976100.0,Enterprise,0,Inactive
214,Mason Ltd,MY,SEA,E-commerce,1-50,19300.0,SMB,0,Active
215,Huffman-Lee,ID,SEA,Media,1-50,46300.0,SMB,0,Prospect
216,"Wagner, Murphy and Cooper",TH,SEA,Professional Services,51-200,231200.0,Mid-Market,1,Active
217,Morgan-Richard,PH,SEA,Professional Services,51-200,205200.0,Mid-Market,1,Active
218,Sanchez-Gray,TH,SEA,Professional Services,1-50,42700.0,SMB,0,Prospect
219,"Rodriguez, Rivas and Goodwin",ID,SEA,E-commerce,51-200,108300.0,Mid-Market,0,Prospect
220,Zuniga-Burton,VN,SEA,Retail,201-500,154700.0,Mid-Market,0,Prospect
221,Johnson and Sons,PH,SEA,SaaS,1-50,44300.0,SMB,0,Inactive
222,Day-Roberts,MY,SEA,Logistics,2001+,853400.0,Enterprise,0,Prospect
223,"Miller, Ramos and Thompson",ID,SEA,Media,51-200,29600.0,SMB,1,Active
224,"Brown, Mendez and Parrish",VN,SEA,SaaS,51-200,86500.0,Mid-Market,0,Churned
225,Gomez Ltd,MY,SEA,Education,201-500,40600.0,SMB,0,Active
226,Banks Group,PH,SEA,SaaS,201-500,57300.0,Mid-Market,0,Prospect
227,Morrow Group,VN,SEA,Education,1-50,10600.0,SMB,0,Prospect
228,"Henson, Roy and Hernandez",MY,SEA,Fintech,501-2000,1118400.0,Enterprise,0,Prospect
229,Owens PLC,VN,SEA,Fintech,501-2000,136100.0,Mid-Market,1,Active
230,"Bryant, Dickerson and Huerta",SG,SEA,Media,1-50,18300.0,SMB,0,Active
231,Johnson-Braun,MY,SEA,SaaS,501-2000,195400.0,Mid-Market,0,Inactive
232,Obrien Ltd,SG,SEA,SaaS,201-500,131200.0,Mid-Market,0,Active
233,Campos-Stewart,ID,SEA,Logistics,501-2000,1436700.0,Enterprise,1,Active
234,"Zhang, Odonnell and Coffey",MY,SEA,Logistics,51-200,30500.0,SMB,0,Churned
235,"Murray, Padilla and Anderson",TH,SEA,Healthcare,501-2000,1254400.0,Enterprise,0,Prospect
236,Cherry LLC,SG,SEA,Manufacturing,51-200,13400.0,SMB,0,Active
237,Walker and Sons,VN,SEA,Fintech,51-200,249300.0,Mid-Market,0,Inactive
238,Carr LLC,ID,SEA,Logistics,2001+,1041100.0,Enterprise,0,Active
239,Skinner-Gonzalez,VN,SEA,E-commerce,51-200,7900.0,SMB,0,Prospect
240,Wilkins-James,MY,SEA,SaaS,51-200,74300.0,Mid-Market,1,Active
241,Harris LLC,MY,SEA,Fintech,501-2000,123800.0,Mid-Market,0,Prospect
242,"Young, Hubbard and Turner",SG,SEA,Professional Services,51-200,50000.0,SMB,0,Prospect
243,Fields-Garcia,SG,SEA,E-commerce,1-50,19300.0,SMB,0,Prospect
244,"Fisher, Garrison and Harrison",PH,SEA,SaaS,501-2000,86400.0,Mid-Market,0,Churned
245,"Castillo, Savage and Martinez",SG,SEA,Retail,51-200,110800.0,Mid-Market,0,Active
246,Morgan-Powers,MY,SEA,Manufacturing,501-2000,688600.0,Enterprise,0,Active
247,Ibarra-Frazier,PH,SEA,Professional Services,51-200,150500.0,Mid-Market,0,Active
248,"Martinez, Nguyen and Huffman",VN,SEA,Fintech,2001+,840800.0,Enterprise,1,Active
249,"Russell, Ashley and Gonzalez",SG,SEA,Professional Services,501-2000,1599300.0,Enterprise,1,Active
250,Gregory Group,VN,SEA,Healthcare,51-200,45000.0,SMB,0,Active
251,"Sanchez, York and Johnson",VN,SEA,Media,201-500,140700.0,Mid-Market,1,Inactive
252,"Frederick, Williams and Stevenson",ID,SEA,Logistics,201-500,11500.0,SMB,0,Churned
253,"Nelson, Davis and Wilkins",TH,SEA,Manufacturing,51-200,21700.0,SMB,0,Inactive
254,"Odonnell, Jennings and Friedman",TH,SEA,Healthcare,1-50,9400.0,SMB,0,Prospect
255,"Warner, Fernandez and Craig",ID,SEA,Retail,2001+,1884100.0,Enterprise,1,Active
256,"Olson, Goodman and Carpenter",TH,SEA,Healthcare,51-200,111700.0,Mid-Market,0,Prospect
257,Paul-Simpson,ID,SEA,Media,51-200,59700.0,Mid-Market,0,Prospect
258,Jenkins-Obrien,MY,SEA,Education,201-500,219400.0,Mid-Market,0,Prospect
259,"Martinez, Smith and Warren",MY,SEA,Education,51-200,7300.0,SMB,0,Active
260,Johnson Group,PH,SEA,E-commerce,501-2000,160000.0,Mid-Market,0,Prospect
261,Parsons-Jones,SG,SEA,Healthcare,1-50,40800.0,SMB,0,Prospect
262,"Smith, Thomas and Castro",PH,SEA,Media,51-200,150000.0,Mid-Market,1,Active
263,Diaz-Smith,PH,SEA,E-commerce,201-500,171300.0,Mid-Market,0,Prospect
264,Rasmussen-Garcia,TH,SEA,Retail,501-2000,1543800.0,Enterprise,0,Prospect
265,"Johnson, Nunez and Pruitt",TH,SEA,Education,501-2000,110000.0,Mid-Market,0,Prospect
266,Jenkins-Lara,PH,SEA,Manufacturing,201-500,45400.0,SMB,0,Prospect
267,"Shelton, Frey and Bradley",VN,SEA,E-commerce,501-2000,1608300.0,Enterprise,0,Prospect
268,Baker-Johnson,PH,SEA,SaaS,501-2000,173900.0,Mid-Market,1,Active
269,Anderson-Smith,PH,SEA,Healthcare,201-500,442300.0,Enterprise,0,Active
270,"Sullivan, Frazier and Gates",TH,SEA,E-commerce,201-500,172300.0,Mid-Market,0,Prospect
271,Rollins Group,PH,SEA,E-commerce,51-200,19600.0,SMB,0,Active
272,Ramirez-Kennedy,TH,SEA,Manufacturing,501-2000,849100.0,Enterprise,0,Prospect
273,Peterson PLC,PH,SEA,Manufacturing,51-200,241500.0,Mid-Market,0,Churned
274,"Ferguson, Cannon and Mitchell",MY,SEA,Manufacturing,201-500,188000.0,Mid-Market,0,Prospect
275,Gray Group,MY,SEA,E-commerce,1-50,35400.0,SMB,0,Prospect
276,Adams Group,MY,SEA,Media,1-50,48000.0,SMB,0,Prospect
277,Taylor-Herring,ID,SEA,Professional Services,201-500,29200.0,SMB,0,Active
278,"Nguyen, Reynolds and Hodge",VN,SEA,SaaS,201-500,98500.0,Mid-Market,0,Prospect
279,"Knight, Cole and Humphrey",SG,SEA,Retail,51-200,193500.0,Mid-Market,0,Active
280,Rodriguez Ltd,ID,SEA,Manufacturing,501-2000,237000.0,Mid-Market,0,Active
281,Reed-Carter,MY,SEA,SaaS,51-200,7700.0,SMB,0,Active
282,"Cole, Cameron and Smith",ID,SEA,Media,501-2000,217500.0,Mid-Market,1,Active
283,Bullock and Sons,ID,SEA,Professional Services,2001+,1933700.0,Enterprise,0,Active
284,Elliott PLC,PH,SEA,Media,1-50,49200.0,SMB,0,Prospect
285,Clay-Bennett,ID,SEA,Media,201-500,1069000.0,Enterprise,1,Active
286,"Ramirez, Barrett and Gibson",VN,SEA,Healthcare,51-200,13400.0,SMB,0,Prospect
287,Hensley and Sons,ID,SEA,Education,201-500,177700.0,Mid-Market,0,Active
288,Gonzalez-Brown,VN,SEA,Education,1-50,49200.0,SMB,0,Active
289,Medina Inc,ID,SEA,Manufacturing,201-500,103400.0,Mid-Market,0,Prospect
290,Hodges Inc,VN,SEA,Retail,51-200,15600.0,SMB,0,Active
291,Ramirez and Sons,VN,SEA,Healthcare,501-2000,1458000.0,Enterprise,0,Inactive
292,Richards PLC,ID,SEA,Retail,501-2000,1086800.0,Enterprise,0,Inactive
293,Johnson Inc,TH,SEA,Professional Services,2001+,1653500.0,Enterprise,0,Prospect
294,"Gallagher, Lee and Vincent",SG,SEA,Retail,201-500,155600.0,Mid-Market,0,Active
295,Harmon-Smith,PH,SEA,Healthcare,1-50,29100.0,SMB,0,Inactive
296,Knapp-Bauer,VN,SEA,Retail,201-500,68200.0,Mid-Market,0,Inactive
297,Jones LLC,TH,SEA,Education,201-500,61500.0,Mid-Market,0,Prospect
298,"Smith, Barnes and Thompson",MY,SEA,Fintech,501-2000,1555200.0,Enterprise,1,Active
299,Cardenas Inc,PH,SEA,Education,201-500,1885500.0,Enterprise,0,Active
300,Hernandez-Stevens,ID,SEA,Education,2001+,1590200.0,Enterprise,0,Inactive
301,"Andersen, Wilson and Vasquez",TH,SEA,Retail,501-2000,1836800.0,Enterprise,0,Prospect
302,"Smith, Horne and Walker",ID,SEA,Healthcare,51-200,119600.0,Mid-Market,0,Prospect
303,Mitchell Group,SG,SEA,Education,501-2000,1962400.0,Enterprise,0,Inactive
